Street,City,Zipcode,Price,Zestimate,Bedroom,Bathroom,Year_Built,Living_Area,Home_Type,Lot_Size(Sqft),HOA_Per_Month,Last_Sold_Price,hasHeating,hasCooling,furnished,hasOpenParking,hasCarport,isNewConstruction,hasHomeWarranty,Is_New_Home,Is_For_Auction,Is_Bank_Owned,Price_History,Date,MonthYear_value,Year,avg_school_rating
30 Lorton Ave APT 201,BURLINGAME,94010,1098888,1084518,2,2.0,1986,1262,CONDO,14899,660,655000,True,True,False,False,False,False,False,False,False,False,1098888,2020-09-08,2020-09,2020,8
45 Venus St,SAN FRANCISCO,94124,998000,1028079,3,2.0,1944,1449,SINGLE_FAMILY,2421,0,640000,False,False,False,False,False,False,False,False,False,False,998000,2020-09-19,2020-09,2020,3
1647 Laurelwood Dr,SAN JOSE,95125,2148888,2289392,4,2.0,1957,2137,SINGLE_FAMILY,10524,0,1514000,True,True,False,False,False,False,False,False,False,False,2148888,2020-09-24,2020-09,2020,6
1016 Crestwood Dr,SOUTH SAN FRANCISCO,94080,1149000,1153886,4,2.0,1954,1471,SINGLE_FAMILY,4499,0,712000,True,True,False,False,False,False,False,False,False,False,1149000,2020-09-18,2020-09,2020,5
1311 Wayne Way,SAN MATEO,94403,1299000,1302831,2,3.0,2003,1540,TOWNHOUSE,31685,272,885000,True,True,False,False,False,False,False,False,False,False,1299000,2020-09-23,2020-09,2020,6
21098 White Fir Ct,CUPERTINO,95014,1098000,1097097,3,2.0,1971,1003,TOWNHOUSE,435,317,323000,True,True,False,False,False,False,False,False,False,False,1098000,2020-09-24,2020-09,2020,9
340 Moretti Ln,MILPITAS,95035,1100000,1128462,3,3.0,1986,1522,SINGLE_FAMILY,3484,100,675000,True,True,False,False,False,False,False,False,False,False,1100000,2020-09-17,2020-09,2020,8
1293 Sunnyhills Rd,OAKLAND,94610,1789000,2201844,5,4.0,1954,2927,SINGLE_FAMILY,7522,0,1925000,True,True,False,False,False,False,False,False,False,False,1789000,2020-09-21,2020-09,2020,5
1556 Hillsdale Ave,SAN JOSE,95118,1098000,1264842,4,2.0,1961,1640,SINGLE_FAMILY,6534,0,775000,True,True,False,False,False,False,False,False,False,False,1098000,2020-09-23,2020-09,2020,6
173 Saratoga Ave,SANTA CLARA,95050,1199000,1225350,3,3.0,1981,1855,TOWNHOUSE,2077,350,586500,True,True,False,False,False,False,False,False,False,False,1199000,2020-09-17,2020-09,2020,5
257 Surrey St,SAN FRANCISCO,94131,1795000,2102207,4,2.5,1900,2359,SINGLE_FAMILY,2500,0,1267500,True,True,False,False,False,False,False,False,False,False,1795000,2020-09-24,2020-09,2020,4
519 Honey Lake Ct,DANVILLE,94506,1350000,1351017,4,3.0,1991,3278,SINGLE_FAMILY,8001,95,489000,True,True,False,False,False,False,False,False,False,False,1350000,2020-09-09,2020-09,2020,9
8055 Mountain View Dr APT H,PLEASANTON,94588,619900,643591,3,2.0,1991,1257,CONDO,5614,564,344000,True,True,False,False,False,False,False,False,False,False,619900,2020-09-22,2020-09,2020,8
1229 Paloma Ave,BURLINGAME,94010,2098000,2161727,4,3.0,1924,1960,SINGLE_FAMILY,5998,0,1300000,True,True,False,False,False,False,False,False,False,False,2098000,2020-09-21,2020-09,2020,9
2256 Carbondale Way,DUBLIN,94568,969900,974626,4,4.0,2015,2428,TOWNHOUSE,5614,305,865000,True,True,False,False,False,False,False,False,False,False,969900,2020-09-17,2020-09,2020,9
621 Kiely Blvd,SANTA CLARA,95051,1423769,1423769,4,3.0,1955,1649,SINGLE_FAMILY,7191,0,220000,True,True,False,False,False,unknow,False,False,False,False,1349999,2020-09-25,2020-09,2020,6
179 Turlock Way,HAYWARD,94544,749000,708452,3,2.0,1954,1742,SINGLE_FAMILY,5005,0,197500,True,True,False,False,False,False,False,False,False,False,749000,2020-09-22,2020-09,2020,3
965 Pomeroy Ave,SANTA CLARA,95051,1549000,1599659,6,3.0,1963,2265,SINGLE_FAMILY,6708,0,655000,True,True,False,False,False,False,False,False,False,False,1549000,2020-09-18,2020-09,2020,6
3154 College Ave APT 4,BERKELEY,94705,775000,712358,1,1.0,1919,940,CONDO,5905,350,775000,True,True,False,False,False,False,False,False,False,False,775000,2020-09-23,2020-09,2020,7
517 8th Ave,SAN FRANCISCO,94118,2595000,2948421,4,3.0,1907,2785,SINGLE_FAMILY,3001,0,1275000,True,True,False,False,False,False,False,False,False,False,2595000,2020-09-23,2020-09,2020,7
3291 Berryessa St APT 3,PALO ALTO,94303,1388000,1738378,3,2.0,2011,1456,TOWNHOUSE,592,397,1649000,True,True,False,False,False,False,False,False,False,False,1388000,2020-09-24,2020-09,2020,9
378 Spring Valley Ln,MILPITAS,95035,1298888,1352807,4,2.0,1971,1766,SINGLE_FAMILY,5998,0,1066500,True,True,False,False,False,False,False,False,False,False,1298888,2020-09-23,2020-09,2020,8
470 N Winchester Blvd APT 104,SANTA CLARA,95050,695000,704637,3,2.0,1979,1284,TOWNHOUSE,1463,641,660000,True,True,False,False,False,False,False,False,False,False,695000,2020-09-06,2020-09,2020,7
24139 Zorro Ct,HAYWARD,94541,749000,743576,3,2.0,1951,1410,SINGLE_FAMILY,6028,0,615000,True,True,False,False,False,False,False,False,False,False,749000,2020-09-24,2020-09,2020,3
24675 Joanne St,HAYWARD,94544,659000,693424,4,2.0,1950,1407,SINGLE_FAMILY,5000,0,250000,True,True,False,False,False,False,False,False,False,False,659000,2020-09-23,2020-09,2020,2
5354 Briar Ridge Dr,CASTRO VALLEY,94552,679000,712200,3,3.0,1978,1619,TOWNHOUSE,1075,450,360000,True,True,False,False,False,False,False,False,False,False,679000,2020-08-24,2020-08,2020,8
170 Flood Ave,SAN FRANCISCO,94131,1359000,1648210,3,3.0,1900,1560,SINGLE_FAMILY,2813,0,835000,True,True,False,False,False,False,False,False,False,False,1359000,2020-09-24,2020-09,2020,4
10745 N De Anza Blvd UNIT 217,CUPERTINO,95014,1160000,1143756,2,2.0,2008,1272,CONDO,1294,49,555000,True,True,False,False,False,False,False,False,False,False,1160000,2020-05-29,2020-05,2020,9
1418 Lavender Loop,MILPITAS,95035,939000,951132,3,3.0,2018,1631,CONDO,1294,352,655000,True,True,False,False,False,False,False,False,False,False,939000,2020-09-16,2020-09,2020,7
11111 Bubb Rd,CUPERTINO,95014,2388000,2537234,4,2.0,1973,1859,SINGLE_FAMILY,7936,0,655000,True,True,False,False,False,False,False,False,False,False,2388000,2020-08-29,2020-08,2020,9
4942 Calle De Escuela,SANTA CLARA,95054,699800,710091,2,2.0,1978,1108,TOWNHOUSE,980,377,340000,True,True,False,False,False,False,False,False,False,False,699800,2020-09-19,2020-09,2020,6
32473 Edith Way,UNION CITY,94587,966848,966848,4,2.0,1972,1463,SINGLE_FAMILY,7143,0,410000,False,False,False,False,False,unknow,False,False,False,False,410000,2002-03-20,2002-03,2002,6
140 Naglee Ave,SAN FRANCISCO,94112,959000,1112200,3,1.0,1947,1495,SINGLE_FAMILY,1999,0,655000,True,True,False,False,False,False,False,False,False,False,959000,2020-09-23,2020-09,2020,3
18760 Newsom Ave,CUPERTINO,95014,2288000,2345655,3,2.0,2015,2164,SINGLE_FAMILY,6298,0,2250000,True,True,False,False,False,False,False,False,False,False,2288000,2020-09-03,2020-09,2020,8
1500 Sherman Ave APT 1E,BURLINGAME,94010,1048000,1049247,2,2.0,1984,1440,CONDO,18908,662,525000,True,True,False,False,False,False,False,False,False,False,1048000,2020-09-04,2020-09,2020,8
521 Larch Ave,SOUTH SAN FRANCISCO,94080,1088000,1142095,3,2.0,1949,1350,SINGLE_FAMILY,5000,0,605000,True,True,False,False,False,False,False,False,False,False,1088000,2020-08-12,2020-08,2020,4
7887 Medinah Ct,PLEASANTON,94588,1495000,1495457,4,3.0,1994,3021,SINGLE_FAMILY,5950,380,409000,True,True,False,False,False,False,False,False,False,False,1495000,2020-09-21,2020-09,2020,8
100 Parnassus Rd,BERKELEY,94708,1325000,1354208,2,2.0,1958,1598,SINGLE_FAMILY,6446,0,665000,True,True,False,False,False,False,False,False,False,False,1325000,2020-09-19,2020-09,2020,7
18660 Runo Ct,CUPERTINO,95014,2800000,2822767,4,3.0,2020,2391,SINGLE_FAMILY,9330,0,2128000,True,True,False,False,False,False,False,False,False,False,2800000,2020-09-01,2020-09,2020,8
22 Sassafras,SAN RAMON,94582,835000,835465,3,3.0,1995,1532,TOWNHOUSE,2199,250,628000,True,True,False,False,False,False,False,False,False,False,835000,2020-09-25,2020-09,2020,9
1756 Vista Del Sol,SAN MATEO,94404,950000,976863,2,2.0,1984,1070,CONDO,5614,466,655000,True,unknow,False,False,False,False,False,False,False,False,950000,2020-09-18,2020-09,2020,6
3654 Georgetown Ct,SOUTH SAN FRANCISCO,94080,998000,1015776,3,2.0,1970,1500,SINGLE_FAMILY,2448,0,655000,True,True,False,False,False,False,False,False,False,False,998000,2020-09-18,2020-09,2020,7
36250 Larch Way,FREMONT,94536,1598000,1619627,4,4.0,1961,2701,SINGLE_FAMILY,8176,0,655000,True,True,False,False,False,False,False,False,False,False,1598000,2020-09-23,2020-09,2020,8
40109 Paseo Padre Pkwy,FREMONT,94538,999000,1050377,3,2.0,1960,1217,SINGLE_FAMILY,6599,0,655000,True,True,False,False,False,False,False,False,False,False,999000,2020-09-22,2020-09,2020,7
438 Century Oaks Way,SAN JOSE,95111,899000,951825,3,2.0,1976,1400,SINGLE_FAMILY,7518,0,547000,True,True,False,False,False,False,False,False,False,False,899000,2020-09-22,2020-09,2020,6
2612 Copa Del Oro Dr,UNION CITY,94587,525000,530526,2,2.0,1986,966,CONDO,5614,356,515000,True,True,False,False,False,False,False,False,False,False,525000,2020-09-16,2020-09,2020,5
5042 Blackhawk Dr,DANVILLE,94506,2495000,2495019,4,4.0,1983,4503,SINGLE_FAMILY,34351,189,1985000,True,True,False,False,False,False,False,False,False,False,2495000,2020-09-21,2020-09,2020,9
3787 Crow Canyon Rd,SAN RAMON,94582,544000,544004,2,2.0,1989,922,CONDO,5614,450,285000,True,True,False,False,False,False,False,False,False,False,544000,2020-09-20,2020-09,2020,9
11565 Manzanita Ln,DUBLIN,94568,1188000,962644,4,3.0,1965,1901,SINGLE_FAMILY,7771,0,865000,True,True,False,False,False,False,False,False,False,False,1188000,2020-09-24,2020-09,2020,7
1716 Newbridge Ave,SAN MATEO,94401,1324777,1379666,4,2.0,1951,1660,SINGLE_FAMILY,5000,0,655000,True,True,False,False,False,False,False,False,False,False,1324777,2020-09-23,2020-09,2020,5
211 S Norfolk St,SAN MATEO,94401,989000,1011430,2,2.0,1947,1270,SINGLE_FAMILY,5201,0,655000,True,True,False,False,False,False,False,False,False,False,989000,2020-09-18,2020-09,2020,4
3032 Cabrillo Ave,SAN RAMON,94583,995000,1000457,3,2.0,1976,1550,SINGLE_FAMILY,7000,0,535000,False,True,False,False,False,False,False,False,False,False,995000,2020-09-20,2020-09,2020,9
336 Montecito Way,MILPITAS,95035,919999,939649,3,3.0,1992,1375,TOWNHOUSE,779,212,600000,True,True,False,False,False,False,False,False,False,False,919999,2020-09-16,2020-09,2020,9
1217 Paloma Ave APT 5,BURLINGAME,94010,875000,899742,2,1.0,1968,902,CONDO,5614,293,655000,True,True,False,False,False,False,False,False,False,False,875000,2020-08-05,2020-08,2020,9
220 Evelyn Way,SAN FRANCISCO,94127,1385000,1408636,3,1.0,1945,1006,SINGLE_FAMILY,1781,0,649000,True,True,False,False,False,False,False,False,False,False,1385000,2020-09-23,2020-09,2020,6
898 Bowen Ave,SAN JOSE,95123,1279950,1330316,4,3.0,1981,2321,SINGLE_FAMILY,7731,0,670000,True,True,False,False,False,False,False,False,False,False,1279950,2020-09-24,2020-09,2020,4
546 Saratoga Ave,SANTA CLARA,95050,970000,1009435,2,1.0,1947,990,SINGLE_FAMILY,6433,0,655000,True,False,False,False,False,False,False,False,False,False,970000,2020-09-18,2020-09,2020,6
37941 Essanay Pl,FREMONT,94536,899000,926690,3,3.0,1983,1236,SINGLE_FAMILY,2840,0,202000,True,False,False,False,False,False,False,False,False,False,899000,2020-09-05,2020-09,2020,8
372 Mustang St,SAN JOSE,95123,999999,956977,3,2.0,1964,1649,SINGLE_FAMILY,6477,0,56500,True,True,False,False,False,False,False,False,False,False,999999,2020-09-24,2020-09,2020,6
555 Palm Ave,SOUTH SAN FRANCISCO,94080,1298000,1340009,3,2.0,1932,1330,SINGLE_FAMILY,3998,0,810000,True,True,False,False,False,False,False,False,False,False,1298000,2020-08-27,2020-08,2020,4
3454 Spring Creek Ln,MILPITAS,95035,2765000,2687780,5,0.0,1990,5180,LOT,107357,0,655000,True,True,False,False,False,False,False,False,False,False,2765000,2020-09-10,2020-09,2020,7
1512 S Stelling Rd,CUPERTINO,95014,2402710,2402710,4,3.0,1968,1852,SINGLE_FAMILY,6019,0,655000,True,True,False,False,False,unknow,False,False,False,False,2198000,2020-09-25,2020-09,2020,9
1307 Wayne Way,SAN MATEO,94403,1198000,1232571,2,3.0,2003,1540,TOWNHOUSE,31685,272,655000,True,True,False,False,False,False,False,False,False,False,1198000,2020-09-18,2020-09,2020,6
2572 Village Dr,UNION CITY,94587,785000,816119,3,3.0,1985,1524,TOWNHOUSE,38611,395,752000,True,True,False,False,False,False,False,False,False,False,785000,2020-08-21,2020-08,2020,5
2980 Salem Dr,SANTA CLARA,95051,1124888,1135608,3,3.0,1974,1630,TOWNHOUSE,2574,320,560000,True,True,False,False,False,False,False,False,False,False,1124888,2020-09-24,2020-09,2020,6
10530 Stokes Ave,CUPERTINO,95014,2388888,2388305,5,3.0,1970,2440,SINGLE_FAMILY,7418,0,1760000,True,True,False,False,False,False,False,False,False,False,2388888,2020-09-16,2020-09,2020,9
437 Sycamore Cir,DANVILLE,94526,585000,589189,2,2.0,1972,1176,TOWNHOUSE,1006,455,340000,True,True,False,False,False,False,False,False,False,False,585000,2020-09-24,2020-09,2020,9
7406 Holly St,OAKLAND,94621,495000,521976,2,1.0,1926,1117,SINGLE_FAMILY,3149,0,250000,True,True,False,False,False,False,False,False,False,False,495000,2020-09-24,2020-09,2020,2
841 Rollins Rd,BURLINGAME,94010,2188000,2039968,4,3.0,1949,2084,SINGLE_FAMILY,4621,0,1000000,True,True,False,False,False,False,False,False,False,False,2188000,2020-09-22,2020-09,2020,8
1463 Almeria Dr,HAYWARD,94544,309900,321092,3,2.0,2020,1485,MANUFACTURED,5614,0,655000,False,False,False,False,False,False,False,False,False,False,309900,2020-09-10,2020-09,2020,4
35560 Monterra Ter APT 101,UNION CITY,94587,649950,644351,3,2.0,2001,1200,CONDO,5614,581,495000,True,True,False,False,False,False,False,False,False,False,649950,2020-07-31,2020-07,2020,5
120 23rd Ave,SAN MATEO,94403,1374000,1418710,3,3.0,1939,1801,MULTI_FAMILY,6534,0,1330000,True,True,False,False,False,False,False,False,False,False,1374000,2020-09-24,2020-09,2020,6
18861 Barnhart Ave,CUPERTINO,95014,1825000,1896804,3,2.0,1953,1196,SINGLE_FAMILY,5410,0,673000,True,True,False,False,False,False,False,False,False,False,1825000,2020-09-08,2020-09,2020,8
878 Jansen Ave,SAN JOSE,95125,1398000,1437143,3,1.0,1933,1580,SINGLE_FAMILY,6904,0,1050000,True,True,False,False,False,False,False,False,False,False,1398000,2020-09-24,2020-09,2020,5
10146 Carmen Rd,CUPERTINO,95014,2548000,2637929,3,3.0,1951,2053,SINGLE_FAMILY,10023,0,2275000,True,True,False,False,False,False,False,False,False,False,2548000,2020-08-20,2020-08,2020,9
272 Crown Cir,SOUTH SAN FRANCISCO,94080,1272000,1150156,3,2.5,1984,1820,SINGLE_FAMILY,2435,0,880000,True,unknow,False,False,False,False,False,False,False,False,1272000,2020-09-24,2020-09,2020,6
160 Elworthy Ranch Dr,DANVILLE,94526,998000,998009,3,3.0,2013,1752,SINGLE_FAMILY,2617,185,885000,True,True,False,False,False,False,False,False,False,False,998000,2020-09-23,2020-09,2020,9
228 Juniper Ave,SOUTH SAN FRANCISCO,94080,998000,1072346,0,0.0,1960,1650,MULTI_FAMILY,3497,0,655000,True,True,False,False,False,False,False,False,False,False,998000,2020-08-26,2020-08,2020,4
19850 Portal Plz,CUPERTINO,95014,1388800,1419069,2,3.0,1982,1326,TOWNHOUSE,801,44,710000,True,True,False,False,False,False,False,False,False,False,1388800,2020-09-11,2020-09,2020,8
824 Edgehill Dr,BURLINGAME,94010,2688000,2779509,4,3.0,1922,2883,SINGLE_FAMILY,4138,0,915000,True,True,False,False,False,False,False,False,False,False,2688000,2020-08-12,2020-08,2020,8
7 Pulido Ct,DANVILLE,94526,1199000,1254218,4,3.0,1968,2111,SINGLE_FAMILY,11900,0,865000,True,True,False,False,False,False,False,False,False,False,1199000,2020-09-25,2020-09,2020,9
1724 Palm Ave,SAN MATEO,94402,1898000,1921310,3,2.0,1934,1690,SINGLE_FAMILY,5000,0,1078000,True,True,False,False,False,False,False,False,False,False,1898000,2020-09-19,2020-09,2020,5
21259 Sweet Ln,CASTRO VALLEY,94546,937020,937020,4,3.0,1968,2234,MULTI_FAMILY,4965,0,675000,False,False,False,False,False,unknow,False,False,False,False,675000,2007-01-25,2007-01,2007,2
47598 Gable Cmn,FREMONT,94539,2267000,2276915,5,5.0,2019,3620,SINGLE_FAMILY,10659,0,2055000,True,True,False,False,False,False,False,False,False,False,2267000,2020-09-22,2020-09,2020,9
29341 Sandburg Way,HAYWARD,94544,300000,304368,3,2.0,2005,1650,MANUFACTURED,5614,0,125000,True,True,False,False,False,False,False,False,False,False,300000,2020-09-20,2020-09,2020,4
40 Terraced Hills Cir,SAN RAMON,94583,979000,987215,3,3.0,1999,1675,SINGLE_FAMILY,2661,89,515000,True,True,False,False,False,False,False,False,False,False,979000,2020-09-16,2020-09,2020,9
1568 Mission Dr,DANVILLE,94526,899000,1085603,3,2.0,1980,1350,SINGLE_FAMILY,17400,0,408000,True,True,False,False,False,False,False,False,False,False,899000,2020-09-22,2020-09,2020,9
1934 Berryman St,BERKELEY,94709,979000,738511,2,2.0,1910,1160,SINGLE_FAMILY,3497,0,655000,True,True,False,False,False,False,False,False,False,False,979000,2020-09-23,2020-09,2020,7
4373 James Ave,CASTRO VALLEY,94546,875000,973536,3,2.0,1948,1832,SINGLE_FAMILY,10785,0,589000,True,True,False,False,False,False,False,False,False,False,875000,2020-09-25,2020-09,2020,8
108 Aspen Loop,UNION CITY,94587,1178800,1186386,5,3.0,1998,2300,SINGLE_FAMILY,4948,0,486000,True,True,False,False,False,False,False,False,False,False,1178800,2020-09-17,2020-09,2020,5
1007 Camino Pablo,SAN JOSE,95125,1599950,1270286,3,1.0,1939,1404,SINGLE_FAMILY,6912,0,655000,True,True,False,False,False,False,False,False,False,False,1599950,2020-09-24,2020-09,2020,5
1104 Woodside Rd,BERKELEY,94708,1699000,1704106,5,4.0,1952,3572,SINGLE_FAMILY,6534,27,655000,True,True,False,False,False,False,False,False,False,False,1699000,2020-08-11,2020-08,2020,7
20570 Sunrise Dr,CUPERTINO,95014,2698800,2729702,4,3.0,1951,2164,SINGLE_FAMILY,9766,0,1670000,True,True,False,False,False,False,False,False,False,False,2698800,2020-09-04,2020-09,2020,9
1238 Carlotta Ave,BERKELEY,94707,1695000,1699597,4,3.0,1921,1937,SINGLE_FAMILY,4621,0,655000,True,True,False,False,False,False,False,False,False,False,1695000,2020-09-16,2020-09,2020,8
20115 Redwood Rd APT 19,CASTRO VALLEY,94546,541000,562603,2,3.0,1988,866,CONDO,5614,340,420000,True,False,False,False,False,False,False,False,False,False,541000,2020-09-17,2020-09,2020,7
34246 Trampini Cmn #78,FREMONT,94555,1249800,1279468,4,3.0,1992,2086,TOWNHOUSE,5671,175,1130000,True,True,False,False,False,False,False,False,False,False,1249800,2020-09-23,2020-09,2020,8
983 Brusco Way,SOUTH SAN FRANCISCO,94080,1899000,1807827,0,0.0,1969,5031,MULTI_FAMILY,3998,0,655000,True,True,False,False,False,False,False,False,False,False,1899000,2020-09-24,2020-09,2020,5
1972 11th Ave,SAN FRANCISCO,94116,1750000,1743378,4,2.0,1953,2507,SINGLE_FAMILY,3994,0,1617000,True,True,False,False,False,False,False,False,False,False,1750000,2020-09-22,2020-09,2020,6
1541 Coyote Creek Way,MILPITAS,95035,1080000,1100114,3,4.0,2014,1788,TOWNHOUSE,1197,240,736500,True,True,False,False,False,False,False,False,False,False,1080000,2020-09-25,2020-09,2020,9
4519 Laird Cir,SANTA CLARA,95054,1299800,1325265,3,3.0,2005,1700,TOWNHOUSE,1298,383,726000,True,True,False,False,False,False,False,False,False,False,1299800,2020-09-18,2020-09,2020,7
987 Brusco Way,SOUTH SAN FRANCISCO,94080,1899000,1956003,0,2.5,1969,5032,MULTI_FAMILY,4212,0,655000,True,True,False,False,False,False,False,False,False,False,1899000,2020-09-24,2020-09,2020,5
3715 Oakes Dr,HAYWARD,94542,1199888,1260217,3,3.0,1967,2372,SINGLE_FAMILY,10001,31,300000,True,True,False,False,False,False,False,False,False,False,1199888,2020-09-22,2020-09,2020,3
418 Highland Ave,SAN MATEO,94401,1650000,1336011,3,2.0,1912,1820,SINGLE_FAMILY,4560,0,655000,True,False,False,False,False,False,False,False,False,False,1650000,2020-09-24,2020-09,2020,5
139 Ayer Ln,MILPITAS,95035,1099999,1134805,4,3.0,1997,2025,SINGLE_FAMILY,3998,75,47000,True,True,False,False,False,False,False,False,False,False,1099999,2020-08-21,2020-08,2020,8
470 N Winchester Blvd APT 404,SANTA CLARA,95050,699888,716207,3,2.0,1979,1284,TOWNHOUSE,2705,53,610000,True,True,False,False,False,False,False,False,False,False,699888,2020-09-04,2020-09,2020,7
3721 Carter Dr APT 1307,SOUTH SAN FRANCISCO,94080,868000,913226,2,2.0,2004,1040,CONDO,66871,445,655000,True,True,False,False,False,False,False,False,False,False,868000,2020-09-16,2020-09,2020,6
801 Woodhams Oaks Pl,SANTA CLARA,95051,874999,889036,2,3.0,1996,893,TOWNHOUSE,1202,262,515000,True,True,False,False,False,False,False,False,False,False,874999,2020-09-17,2020-09,2020,7
3555 Norton Way,PLEASANTON,94566,699000,698873,3,3.0,1982,1202,CONDO,5614,470,700000,True,True,False,False,False,False,False,False,False,False,699000,2020-06-18,2020-06,2020,8
3988 Stanley Blvd,PLEASANTON,94566,1394000,1416127,4,2.0,1885,2085,SINGLE_FAMILY,28810,0,655000,False,True,False,False,False,False,False,False,False,False,1394000,2020-09-18,2020-09,2020,8
127 Saint Charles Ct,DANVILLE,94526,1099000,1135633,3,2.0,1970,1682,SINGLE_FAMILY,13311,85,296545,True,True,False,False,False,False,False,False,False,False,1099000,2020-09-22,2020-09,2020,9
6318 Boone Dr,CASTRO VALLEY,94552,1298000,1393086,5,3.0,1987,3058,SINGLE_FAMILY,8398,66,475000,True,False,False,False,False,False,False,False,False,False,1298000,2020-09-25,2020-09,2020,8
3287 Guido St,OAKLAND,94602,850000,1200052,4,2.0,1922,1570,SINGLE_FAMILY,12993,0,655000,True,True,False,False,False,False,False,False,False,False,850000,2020-09-24,2020-09,2020,3
21614 La Playa Ct,CUPERTINO,95014,2398800,2565567,4,3.0,1966,1983,SINGLE_FAMILY,10998,0,655000,True,True,False,False,False,False,False,False,False,False,2398800,2020-09-22,2020-09,2020,9
3121 Mount Vista Dr,SAN JOSE,95127,950000,668900,4,2.0,1959,1260,SINGLE_FAMILY,5401,0,550000,True,True,False,False,False,False,False,False,False,False,950000,2020-09-24,2020-09,2020,5
26576 Sunvale Ct,HAYWARD,94544,500000,475181,3,3.0,1985,1200,TOWNHOUSE,111,400,440000,True,True,False,False,False,False,False,False,False,False,500000,2020-09-16,2020-09,2020,3
3550 Carter Dr APT 10,SOUTH SAN FRANCISCO,94080,850000,864632,3,3.0,1979,1644,CONDO,301820,543,445000,True,True,False,False,False,False,False,False,False,False,850000,2020-09-15,2020-09,2020,7
1936 Hartnell St,UNION CITY,94587,840203,840203,4,2.0,1960,1801,SINGLE_FAMILY,6300,0,175000,unknow,True,False,False,False,False,False,False,False,False,689000,2015-10-24,2015-10,2015,4
1270 Washington St,SANTA CLARA,95050,999950,1039288,2,1.0,1881,1077,SINGLE_FAMILY,6429,0,655000,True,True,False,False,False,False,False,False,False,False,999950,2020-09-23,2020-09,2020,7
55 W 20th Ave APT 313,SAN MATEO,94403,925000,926001,2,2.0,1982,1198,CONDO,122500,525,655000,True,True,False,False,False,False,False,False,False,False,925000,2020-09-21,2020-09,2020,6
7387 Dalmally Ln,DUBLIN,94568,625000,630563,2,2.0,1996,1103,CONDO,1999,325,234000,True,True,False,False,False,False,False,False,False,False,625000,2020-09-21,2020-09,2020,7
680 The Alameda,BERKELEY,94707,2389000,2178640,4,4.0,1936,3754,SINGLE_FAMILY,4486,0,655000,True,True,False,False,False,False,False,False,False,False,2389000,2020-09-12,2020-09,2020,8
39993 Fremont Blvd APT 208,FREMONT,94538,599800,691667,2,2.0,1987,1146,CONDO,148975,438,627888,True,True,False,False,False,False,False,False,False,False,599800,2020-09-23,2020-09,2020,7
57 Betten Ct,DANVILLE,94526,1549000,1621745,4,3.0,1970,2791,SINGLE_FAMILY,13384,0,1005000,True,True,False,False,False,False,False,False,False,False,1549000,2020-09-22,2020-09,2020,9
5144 Angelico Ct,PLEASANTON,94588,989000,1000814,3,3.0,1997,1482,SINGLE_FAMILY,2130,190,343500,True,True,False,False,False,False,False,False,False,False,989000,2020-09-17,2020-09,2020,9
675 8th St APT 17,OAKLAND,94607,549000,560635,1,2.0,2002,800,CONDO,5614,512,390000,unknow,True,False,False,False,False,False,False,False,False,549000,2020-09-24,2020-09,2020,1
3016 Gritstone St,DANVILLE,94506,2099999,2100018,5,7.0,2015,5177,SINGLE_FAMILY,7091,125,1672500,True,True,False,False,False,False,False,False,False,False,2099999,2020-09-15,2020-09,2020,9
500 Madera Dr,SAN MATEO,94403,1475000,1544356,3,2.0,1952,2030,SINGLE_FAMILY,5998,0,655000,True,True,False,False,False,False,False,False,False,False,1475000,2020-09-23,2020-09,2020,6
6639 Donlon Way,DUBLIN,94568,1325000,1342220,4,4.0,2016,3133,SINGLE_FAMILY,4613,145,1235500,True,True,False,False,False,False,False,False,False,False,1325000,2020-09-04,2020-09,2020,7
316 Lynn Ave,MILPITAS,95035,620000,621211,2,2.0,1970,976,CONDO,827,380,478000,True,True,False,False,False,False,False,False,False,False,620000,2020-09-24,2020-09,2020,8
5501 De Marcus Blvd APT 304,DUBLIN,94568,650000,653406,3,2.0,2007,1088,CONDO,5614,375,415000,True,True,False,False,False,False,False,False,False,False,650000,2020-08-22,2020-08,2020,7
135 Rubicon Cir,DANVILLE,94526,639000,642846,2,2.0,1972,1287,CONDO,5614,420,374000,True,True,False,False,False,False,False,False,False,False,639000,2020-09-17,2020-09,2020,10
116 Bayview Cir,SAN FRANCISCO,94124,799000,925599,2,2.0,1985,1301,SINGLE_FAMILY,1759,357,540000,True,True,False,False,False,False,False,False,False,False,799000,2020-09-24,2020-09,2020,3
7265 Hansen Dr,DUBLIN,94568,995000,1030005,3,2.0,1964,1772,SINGLE_FAMILY,7365,0,701000,True,True,False,False,False,False,False,False,False,False,995000,2020-09-21,2020-09,2020,7
2649 San Pablo Ave APT 3,BERKELEY,94702,589000,822489,3,2.0,1929,1100,CONDO,5614,258,280000,True,True,False,False,False,False,False,False,False,False,589000,2020-09-09,2020-09,2020,7
132 Pecks Ln,SOUTH SAN FRANCISCO,94080,899000,993712,3,1.0,1955,880,SINGLE_FAMILY,6751,0,639000,True,True,False,False,False,False,False,False,False,False,899000,2020-09-22,2020-09,2020,4
9044 Longview Dr,PLEASANTON,94588,1699000,1705742,4,4.0,1979,3318,SINGLE_FAMILY,46130,0,1450000,True,True,False,False,False,False,False,False,False,False,1699000,2020-09-21,2020-09,2020,8
